stratum_order,stratum_family,truth_state,n_samples,red_noise_alpha,qpp_fraction,period_bin_id,period_lower_s,period_upper_s,period_lower_inclusive,period_upper_inclusive,duration_conditioned_period_support_upper_s,base_stratum_planned_backgrounds,exposure_status,exposure_count,selected_count,input_eligibility_numerator,input_eligibility_denominator,input_eligibility_point_estimate,input_eligibility_wilson_95_lower,input_eligibility_wilson_95_upper,conditional_selection_numerator,conditional_selection_denominator,conditional_selection_point_estimate,conditional_selection_wilson_95_lower,conditional_selection_wilson_95_upper,end_to_end_selection_numerator,end_to_end_selection_denominator,end_to_end_selection_point_estimate,end_to_end_selection_wilson_95_lower,end_to_end_selection_wilson_95_upper,primary_representation,probabilistic_model_fitted,challenge_rows_included,null_qpp_fraction_pooled,validation_role,source_artifact,source_sha256
1,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,0.0,0.01,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
2,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,0.0,0.02,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
3,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,0.0,0.04,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
4,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,1.0,0.01,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
5,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,1.0,0.02,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
6,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,1.0,0.04,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
7,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,2.0,0.01,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
8,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,2.0,0.02,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
9,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,15,2.0,0.04,ALL_PERIODS,40.0,93.33333333333333,True,True,93.33333333333333,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
10,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,0.0,0.01,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
11,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,0.0,0.02,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
12,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,0.0,0.04,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
13,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,1.0,0.01,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
14,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,1.0,0.02,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
15,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,1.0,0.04,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
16,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,2.0,0.01,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
17,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,2.0,0.02,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
18,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,30,2.0,0.04,ALL_PERIODS,40.0,193.33333333333334,True,True,193.33333333333334,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
19,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,0.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
20,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,0.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
21,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,0.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
22,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,1.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
23,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,1.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
24,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,1.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,1,50,50,1.0,0.9286524008666414,1.0,1,50,0.02,0.003539259271646236,0.10495443589637815,1,50,0.02,0.003539259271646236,0.10495443589637815,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
25,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,2.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
26,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,2.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
27,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,2.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,4,50,50,1.0,0.9286524008666414,1.0,4,50,0.08,0.03154951408859298,0.18838246918342838,4,50,0.08,0.03154951408859298,0.18838246918342838,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
28,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,0.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
29,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,0.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,5,50,50,1.0,0.9286524008666414,1.0,5,50,0.1,0.04347576493189041,0.21360231437479654,5,50,0.1,0.04347576493189041,0.21360231437479654,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
30,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,0.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,28,50,50,1.0,0.9286524008666414,1.0,28,50,0.56,0.4230602802165686,0.6883780078874284,28,50,0.56,0.4230602802165686,0.6883780078874284,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
31,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,1.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,1,50,50,1.0,0.9286524008666414,1.0,1,50,0.02,0.003539259271646236,0.10495443589637815,1,50,0.02,0.003539259271646236,0.10495443589637815,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
32,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,1.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,16,50,50,1.0,0.9286524008666414,1.0,16,50,0.32,0.20758216260656845,0.45810297308144077,16,50,0.32,0.20758216260656845,0.45810297308144077,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
33,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,1.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,30,50,50,1.0,0.9286524008666414,1.0,30,50,0.6,0.4618143774758936,0.7239161026974346,30,50,0.6,0.4618143774758936,0.7239161026974346,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
34,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,2.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,12,50,50,1.0,0.9286524008666414,1.0,12,50,0.24,0.1429739139699173,0.3741268375794292,12,50,0.24,0.1429739139699173,0.3741268375794292,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
35,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,2.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,20,50,50,1.0,0.9286524008666414,1.0,20,50,0.4,0.27608389730256544,0.5381856225241064,20,50,0.4,0.27608389730256544,0.5381856225241064,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
36,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,2.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,35,50,50,1.0,0.9286524008666414,1.0,35,50,0.7,0.562496495355466,0.8089644649911906,35,50,0.7,0.562496495355466,0.8089644649911906,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
37,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.01,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,28,0,28,28,1.0,0.8793566952341543,0.9999999999999998,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
38,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,22,0,22,22,1.0,0.8513451253913791,1.0,0,22,0.0,0.0,0.14865487460862087,0,22,0.0,0.0,0.14865487460862087,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
39,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.01,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
40,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.02,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,26,0,26,26,1.0,0.8712710781407846,1.0,0,26,0.0,0.0,0.1287289218592153,0,26,0.0,0.0,0.1287289218592153,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
41,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,24,0,24,24,1.0,0.8620237953250198,1.0,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
42,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.02,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
43,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.04,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,27,0,27,27,1.0,0.8754449702581328,0.9999999999999998,0,27,0.0,0.0,0.12455502974186705,0,27,0.0,0.0,0.12455502974186705,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
44,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,23,0,23,23,1.0,0.8568833815495731,1.0,0,23,0.0,0.0,0.14311661845042686,0,23,0.0,0.0,0.14311661845042686,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
45,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.04,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
46,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.01,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,29,0,29,29,1.0,0.8830302015002593,1.0,0,29,0.0,0.0,0.11696979849974075,0,29,0.0,0.0,0.11696979849974075,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
47,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,21,0,21,21,1.0,0.8453609810751531,1.0,0,21,0.0,0.0,0.154639018924847,0,21,0.0,0.0,0.154639018924847,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
